Datum;Zeit von;Zeit bis;AT00100000000000000010000XXXXXXXX (1111111111) - Einspeiser [kWh]
07.05.2024;04:00:00;04:15:00;0
07.05.2024;04:15:00;04:30:00;0
07.05.2024;04:30:00;04:45:00;0
07.05.2024;04:45:00;05:00:00;0
07.05.2024;05:00:00;05:15:00;0
07.05.2024;05:15:00;05:30:00;0
07.05.2024;05:30:00;05:45:00;0
07.05.2024;05:45:00;06:00:00;0
07.05.2024;06:00:00;06:15:00;0
07.05.2024;06:15:00;06:30:00;0
07.05.2024;06:30:00;06:45:00;0
07.05.2024;06:45:00;07:00:00;0,015
07.05.2024;07:00:00;07:15:00;0,039
07.05.2024;07:15:00;07:30:00;0,062
07.05.2024;07:30:00;07:45:00;0,076
07.05.2024;07:45:00;08:00:00;0,083
07.05.2024;08:00:00;08:15:00;0,104
07.05.2024;08:15:00;08:30:00;0,116
07.05.2024;08:30:00;08:45:00;0,131
07.05.2024;08:45:00;09:00:00;0,225
07.05.2024;09:00:00;09:15:00;0,238
07.05.2024;09:15:00;09:30:00;0,132
07.05.2024;09:30:00;09:45:00;0,176
07.05.2024;09:45:00;10:00:00;0,226
07.05.2024;10:00:00;10:15:00;0,173
07.05.2024;10:15:00;10:30:00;0,364
07.05.2024;10:30:00;10:45:00;0,492
07.05.2024;10:45:00;11:00:00;0,125
07.05.2024;11:00:00;11:15:00;0,228
07.05.2024;11:15:00;11:30:00;0,07
07.05.2024;11:30:00;11:45:00;0,006
07.05.2024;11:45:00;12:00:00;0,062
07.05.2024;12:00:00;12:15:00;0,025
07.05.2024;12:15:00;12:30:00;0,217
07.05.2024;12:30:00;12:45:00;0,093
07.05.2024;12:45:00;13:00:00;0,162
07.05.2024;13:00:00;13:15:00;0,319
07.05.2024;13:15:00;13:30:00;0,358
07.05.2024;13:30:00;13:45:00;0,2
07.05.2024;13:45:00;14:00:00;0,251
07.05.2024;14:00:00;14:15:00;0,434
07.05.2024;14:15:00;14:30:00;0,133
07.05.2024;14:30:00;14:45:00;0,327
07.05.2024;14:45:00;15:00:00;0,581
07.05.2024;15:00:00;15:15:00;0,59
07.05.2024;15:15:00;15:30:00;0,55
07.05.2024;15:30:00;15:45:00;0,498
07.05.2024;15:45:00;16:00:00;0,332
07.05.2024;16:00:00;16:15:00;0,288
07.05.2024;16:15:00;16:30:00;0,37
07.05.2024;16:30:00;16:45:00;0,447
07.05.2024;16:45:00;17:00:00;0,07
07.05.2024;17:00:00;17:15:00;0,328
07.05.2024;17:15:00;17:30:00;0,189
07.05.2024;17:30:00;17:45:00;0,054
07.05.2024;17:45:00;18:00:00;0,011
07.05.2024;18:00:00;18:15:00;0,044
07.05.2024;18:15:00;18:30:00;0,025
07.05.2024;18:30:00;18:45:00;0
07.05.2024;18:45:00;19:00:00;0
07.05.2024;19:00:00;19:15:00;0
07.05.2024;19:15:00;19:30:00;0
07.05.2024;19:30:00;19:45:00;0
07.05.2024;19:45:00;20:00:00;0
07.05.2024;20:00:00;20:15:00;0
07.05.2024;20:15:00;20:30:00;0
07.05.2024;20:30:00;20:45:00;0
07.05.2024;20:45:00;21:00:00;0
07.05.2024;21:00:00;21:15:00;0
07.05.2024;21:15:00;21:30:00;0
07.05.2024;21:30:00;21:45:00;0
07.05.2024;21:45:00;22:00:00;0
07.05.2024;22:00:00;22:15:00;0
07.05.2024;22:15:00;22:30:00;0
07.05.2024;22:30:00;22:45:00;0
07.05.2024;22:45:00;23:00:00;0
07.05.2024;23:00:00;23:15:00;0
07.05.2024;23:15:00;23:30:00;0
07.05.2024;23:30:00;23:45:00;0
07.05.2024;23:45:00;00:00:00;0
08.05.2024;00:00:00;00:15:00;0
08.05.2024;00:15:00;00:30:00;0
08.05.2024;00:30:00;00:45:00;0
08.05.2024;00:45:00;01:00:00;0
08.05.2024;01:00:00;01:15:00;0
08.05.2024;01:15:00;01:30:00;0
08.05.2024;01:30:00;01:45:00;0
08.05.2024;01:45:00;02:00:00;0
08.05.2024;02:00:00;02:15:00;0
08.05.2024;02:15:00;02:30:00;0
08.05.2024;02:30:00;02:45:00;0
08.05.2024;02:45:00;03:00:00;0
08.05.2024;03:00:00;03:15:00;0
08.05.2024;03:15:00;03:30:00;0
08.05.2024;03:30:00;03:45:00;0
08.05.2024;03:45:00;04:00:00;0
08.05.2024;04:00:00;04:15:00;0
08.05.2024;04:15:00;04:30:00;0
08.05.2024;04:30:00;04:45:00;0
08.05.2024;04:45:00;05:00:00;0
08.05.2024;05:00:00;05:15:00;0
08.05.2024;05:15:00;05:30:00;0
08.05.2024;05:30:00;05:45:00;0
08.05.2024;05:45:00;06:00:00;0
08.05.2024;06:00:00;06:15:00;0
08.05.2024;06:15:00;06:30:00;0
08.05.2024;06:30:00;06:45:00;0
08.05.2024;06:45:00;07:00:00;0
08.05.2024;07:00:00;07:15:00;0
08.05.2024;07:15:00;07:30:00;0
08.05.2024;07:30:00;07:45:00;0
08.05.2024;07:45:00;08:00:00;0
08.05.2024;08:00:00;08:15:00;0
08.05.2024;08:15:00;08:30:00;0
08.05.2024;08:30:00;08:45:00;0
08.05.2024;08:45:00;09:00:00;0
08.05.2024;09:00:00;09:15:00;0
08.05.2024;09:15:00;09:30:00;0
08.05.2024;09:30:00;09:45:00;0
08.05.2024;09:45:00;10:00:00;0
08.05.2024;10:00:00;10:15:00;0
08.05.2024;10:15:00;10:30:00;0,005
08.05.2024;10:30:00;10:45:00;0,023
08.05.2024;10:45:00;11:00:00;0,004
08.05.2024;11:00:00;11:15:00;0,013
08.05.2024;11:15:00;11:30:00;0,003
08.05.2024;11:30:00;11:45:00;0,015
08.05.2024;11:45:00;12:00:00;0,008
08.05.2024;12:00:00;12:15:00;0,067
08.05.2024;12:15:00;12:30:00;0,015
08.05.2024;12:30:00;12:45:00;0,026
08.05.2024;12:45:00;13:00:00;0,027
08.05.2024;13:00:00;13:15:00;0,113
08.05.2024;13:15:00;13:30:00;0,018
08.05.2024;13:30:00;13:45:00;0,19
08.05.2024;13:45:00;14:00:00;0,227
08.05.2024;14:00:00;14:15:00;0,305
08.05.2024;14:15:00;14:30:00;0,667
08.05.2024;14:30:00;14:45:00;0,767
08.05.2024;14:45:00;15:00:00;0,814
08.05.2024;15:00:00;15:15:00;0,84
08.05.2024;15:15:00;15:30:00;0,355
08.05.2024;15:30:00;15:45:00;0,556
08.05.2024;15:45:00;16:00:00;0,511
08.05.2024;16:00:00;16:15:00;0,416
08.05.2024;16:15:00;16:30:00;0,377
08.05.2024;16:30:00;16:45:00;0,332
08.05.2024;16:45:00;17:00:00;0,39
08.05.2024;17:00:00;17:15:00;0,356
08.05.2024;17:15:00;17:30:00;0,281
08.05.2024;17:30:00;17:45:00;0,384
08.05.2024;17:45:00;18:00:00;0,158
08.05.2024;18:00:00;18:15:00;0,072
08.05.2024;18:15:00;18:30:00;0,019
08.05.2024;18:30:00;18:45:00;0,005
08.05.2024;18:45:00;19:00:00;0,039
08.05.2024;19:00:00;19:15:00;0,014
08.05.2024;19:15:00;19:30:00;0,002
08.05.2024;19:30:00;19:45:00;0
08.05.2024;19:45:00;20:00:00;0
08.05.2024;20:00:00;20:15:00;0
08.05.2024;20:15:00;20:30:00;0
08.05.2024;20:30:00;20:45:00;0
08.05.2024;20:45:00;21:00:00;0
08.05.2024;21:00:00;21:15:00;0
08.05.2024;21:15:00;21:30:00;0
08.05.2024;21:30:00;21:45:00;0
08.05.2024;21:45:00;22:00:00;0
08.05.2024;22:00:00;22:15:00;0
08.05.2024;22:15:00;22:30:00;0
08.05.2024;22:30:00;22:45:00;0
08.05.2024;22:45:00;23:00:00;0
08.05.2024;23:00:00;23:15:00;0
08.05.2024;23:15:00;23:30:00;0
08.05.2024;23:30:00;23:45:00;0
08.05.2024;23:45:00;00:00:00;0
09.05.2024;00:00:00;00:15:00;0
09.05.2024;00:15:00;00:30:00;0
09.05.2024;00:30:00;00:45:00;0
09.05.2024;00:45:00;01:00:00;0
09.05.2024;01:00:00;01:15:00;0
09.05.2024;01:15:00;01:30:00;0
09.05.2024;01:30:00;01:45:00;0
09.05.2024;01:45:00;02:00:00;0
09.05.2024;02:00:00;02:15:00;0
09.05.2024;02:15:00;02:30:00;0
09.05.2024;02:30:00;02:45:00;0
09.05.2024;02:45:00;03:00:00;0
09.05.2024;03:00:00;03:15:00;0
09.05.2024;03:15:00;03:30:00;0
09.05.2024;03:30:00;03:45:00;0
09.05.2024;03:45:00;04:00:00;0
09.05.2024;04:00:00;04:15:00;0
09.05.2024;04:15:00;04:30:00;0
09.05.2024;04:30:00;04:45:00;0
09.05.2024;04:45:00;05:00:00;0
09.05.2024;05:00:00;05:15:00;0
09.05.2024;05:15:00;05:30:00;0
09.05.2024;05:30:00;05:45:00;0
09.05.2024;05:45:00;06:00:00;0
09.05.2024;06:00:00;06:15:00;0
09.05.2024;06:15:00;06:30:00;0
09.05.2024;06:30:00;06:45:00;0
09.05.2024;06:45:00;07:00:00;0
09.05.2024;07:00:00;07:15:00;0
09.05.2024;07:15:00;07:30:00;0,006
09.05.2024;07:30:00;07:45:00;0,068
09.05.2024;07:45:00;08:00:00;0,102
09.05.2024;08:00:00;08:15:00;0,129
09.05.2024;08:15:00;08:30:00;0,147
09.05.2024;08:30:00;08:45:00;0,449
09.05.2024;08:45:00;09:00:00;0,604
09.05.2024;09:00:00;09:15:00;0,538
09.05.2024;09:15:00;09:30:00;0
09.05.2024;09:30:00;09:45:00;0
09.05.2024;09:45:00;10:00:00;0
09.05.2024;10:00:00;10:15:00;0,846
09.05.2024;10:15:00;10:30:00;0,864
09.05.2024;10:30:00;10:45:00;0,947
09.05.2024;10:45:00;11:00:00;0,853
09.05.2024;11:00:00;11:15:00;0,688
09.05.2024;11:15:00;11:30:00;1,1
09.05.2024;11:30:00;11:45:00;1,304
09.05.2024;11:45:00;12:00:00;1,404
09.05.2024;12:00:00;12:15:00;1,458
09.05.2024;12:15:00;12:30:00;1,477
09.05.2024;12:30:00;12:45:00;1,51
09.05.2024;12:45:00;13:00:00;1,519
09.05.2024;13:00:00;13:15:00;1,301
09.05.2024;13:15:00;13:30:00;1,542
09.05.2024;13:30:00;13:45:00;1,517
09.05.2024;13:45:00;14:00:00;1,505
09.05.2024;14:00:00;14:15:00;1,472
09.05.2024;14:15:00;14:30:00;1,453
09.05.2024;14:30:00;14:45:00;1,398
09.05.2024;14:45:00;15:00:00;1,348
09.05.2024;15:00:00;15:15:00;1,328
09.05.2024;15:15:00;15:30:00;1,229
09.05.2024;15:30:00;15:45:00;1,172
09.05.2024;15:45:00;16:00:00;1,039
09.05.2024;16:00:00;16:15:00;0,943
09.05.2024;16:15:00;16:30:00;1,309
09.05.2024;16:30:00;16:45:00;1,251
09.05.2024;16:45:00;17:00:00;1,161
09.05.2024;17:00:00;17:15:00;1,034
09.05.2024;17:15:00;17:30:00;0,931
09.05.2024;17:30:00;17:45:00;0,628
09.05.2024;17:45:00;18:00:00;0,483
09.05.2024;18:00:00;18:15:00;0,378
09.05.2024;18:15:00;18:30:00;0,222
09.05.2024;18:30:00;18:45:00;0,122
09.05.2024;18:45:00;19:00:00;0,03
09.05.2024;19:00:00;19:15:00;0,014
09.05.2024;19:15:00;19:30:00;0
09.05.2024;19:30:00;19:45:00;0
09.05.2024;19:45:00;20:00:00;0
09.05.2024;20:00:00;20:15:00;0
09.05.2024;20:15:00;20:30:00;0
09.05.2024;20:30:00;20:45:00;0
09.05.2024;20:45:00;21:00:00;0
09.05.2024;21:00:00;21:15:00;0
09.05.2024;21:15:00;21:30:00;0
09.05.2024;21:30:00;21:45:00;0
09.05.2024;21:45:00;22:00:00;0
09.05.2024;22:00:00;22:15:00;0
09.05.2024;22:15:00;22:30:00;0
09.05.2024;22:30:00;22:45:00;0
09.05.2024;22:45:00;23:00:00;0
09.05.2024;23:00:00;23:15:00;0
09.05.2024;23:15:00;23:30:00;0
09.05.2024;23:30:00;23:45:00;0
09.05.2024;23:45:00;00:00:00;0
10.05.2024;00:00:00;00:15:00;0
10.05.2024;00:15:00;00:30:00;0
10.05.2024;00:30:00;00:45:00;0
10.05.2024;00:45:00;01:00:00;0
10.05.2024;01:00:00;01:15:00;0
10.05.2024;01:15:00;01:30:00;0
10.05.2024;01:30:00;01:45:00;0
10.05.2024;01:45:00;02:00:00;0
10.05.2024;02:00:00;02:15:00;0
10.05.2024;02:15:00;02:30:00;0
10.05.2024;02:30:00;02:45:00;0
10.05.2024;02:45:00;03:00:00;0
10.05.2024;03:00:00;03:15:00;0
10.05.2024;03:15:00;03:30:00;0
10.05.2024;03:30:00;03:45:00;0
10.05.2024;03:45:00;04:00:00;0
10.05.2024;04:00:00;04:15:00;0
10.05.2024;04:15:00;04:30:00;0
10.05.2024;04:30:00;04:45:00;0
10.05.2024;04:45:00;05:00:00;0
10.05.2024;05:00:00;05:15:00;0
10.05.2024;05:15:00;05:30:00;0
10.05.2024;05:30:00;05:45:00;0
10.05.2024;05:45:00;06:00:00;0
10.05.2024;06:00:00;06:15:00;0
10.05.2024;06:15:00;06:30:00;0
10.05.2024;06:30:00;06:45:00;0
10.05.2024;06:45:00;07:00:00;0
10.05.2024;07:00:00;07:15:00;0
10.05.2024;07:15:00;07:30:00;0,005
10.05.2024;07:30:00;07:45:00;0,002
10.05.2024;07:45:00;08:00:00;0,076
10.05.2024;08:00:00;08:15:00;0,123
10.05.2024;08:15:00;08:30:00;0,216
10.05.2024;08:30:00;08:45:00;0,303
10.05.2024;08:45:00;09:00:00;0,514
10.05.2024;09:00:00;09:15:00;0,699
10.05.2024;09:15:00;09:30:00;0,813
10.05.2024;09:30:00;09:45:00;0,926
10.05.2024;09:45:00;10:00:00;0,856
10.05.2024;10:00:00;10:15:00;0,784
10.05.2024;10:15:00;10:30:00;0,888
10.05.2024;10:30:00;10:45:00;0,966
10.05.2024;10:45:00;11:00:00;1,086
10.05.2024;11:00:00;11:15:00;1,034
10.05.2024;11:15:00;11:30:00;0,728
10.05.2024;11:30:00;11:45:00;1,056
10.05.2024;11:45:00;12:00:00;1,196
10.05.2024;12:00:00;12:15:00;1,482
10.05.2024;12:15:00;12:30:00;1,459
10.05.2024;12:30:00;12:45:00;1,536
10.05.2024;12:45:00;13:00:00;1,549
10.05.2024;13:00:00;13:15:00;1,12
10.05.2024;13:15:00;13:30:00;1,377
10.05.2024;13:30:00;13:45:00;1,377
10.05.2024;13:45:00;14:00:00;1,4
10.05.2024;14:00:00;14:15:00;1,364
10.05.2024;14:15:00;14:30:00;1,124
10.05.2024;14:30:00;14:45:00;1,062
10.05.2024;14:45:00;15:00:00;1,062
10.05.2024;15:00:00;15:15:00;1,248
10.05.2024;15:15:00;15:30:00;1,048
10.05.2024;15:30:00;15:45:00;0,803
10.05.2024;15:45:00;16:00:00;0,659
10.05.2024;16:00:00;16:15:00;0,51
10.05.2024;16:15:00;16:30:00;0,861
10.05.2024;16:30:00;16:45:00;0,671
10.05.2024;16:45:00;17:00:00;0,52
10.05.2024;17:00:00;17:15:00;0,232
10.05.2024;17:15:00;17:30:00;0,279
10.05.2024;17:30:00;17:45:00;0,325
10.05.2024;17:45:00;18:00:00;0,161
10.05.2024;18:00:00;18:15:00;0,081
10.05.2024;18:15:00;18:30:00;0,01
10.05.2024;18:30:00;18:45:00;0,011
10.05.2024;18:45:00;19:00:00;0,042
10.05.2024;19:00:00;19:15:00;0,046
10.05.2024;19:15:00;19:30:00;0
10.05.2024;19:30:00;19:45:00;0
10.05.2024;19:45:00;20:00:00;0
10.05.2024;20:00:00;20:15:00;0
10.05.2024;20:15:00;20:30:00;0
10.05.2024;20:30:00;20:45:00;0
10.05.2024;20:45:00;21:00:00;0
10.05.2024;21:00:00;21:15:00;0
10.05.2024;21:15:00;21:30:00;0
10.05.2024;21:30:00;21:45:00;0
10.05.2024;21:45:00;22:00:00;0
10.05.2024;22:00:00;22:15:00;0
10.05.2024;22:15:00;22:30:00;0
10.05.2024;22:30:00;22:45:00;0
10.05.2024;22:45:00;23:00:00;0
10.05.2024;23:00:00;23:15:00;0
10.05.2024;23:15:00;23:30:00;0
10.05.2024;23:30:00;23:45:00;0
10.05.2024;23:45:00;00:00:00;0
11.05.2024;00:00:00;00:15:00;0
11.05.2024;00:15:00;00:30:00;0
11.05.2024;00:30:00;00:45:00;0
11.05.2024;00:45:00;01:00:00;0
11.05.2024;01:00:00;01:15:00;0
11.05.2024;01:15:00;01:30:00;0
11.05.2024;01:30:00;01:45:00;0
11.05.2024;01:45:00;02:00:00;0
11.05.2024;02:00:00;02:15:00;0
11.05.2024;02:15:00;02:30:00;0
11.05.2024;02:30:00;02:45:00;0
11.05.2024;02:45:00;03:00:00;0
11.05.2024;03:00:00;03:15:00;0
11.05.2024;03:15:00;03:30:00;0
11.05.2024;03:30:00;03:45:00;0
11.05.2024;03:45:00;04:00:00;0
11.05.2024;04:00:00;04:15:00;0
11.05.2024;04:15:00;04:30:00;0
11.05.2024;04:30:00;04:45:00;0
11.05.2024;04:45:00;05:00:00;0
11.05.2024;05:00:00;05:15:00;0
11.05.2024;05:15:00;05:30:00;0
11.05.2024;05:30:00;05:45:00;0
11.05.2024;05:45:00;06:00:00;0
11.05.2024;06:00:00;06:15:00;0
11.05.2024;06:15:00;06:30:00;0
11.05.2024;06:30:00;06:45:00;0
11.05.2024;06:45:00;07:00:00;0
11.05.2024;07:00:00;07:15:00;0,005
11.05.2024;07:15:00;07:30:00;0,03
11.05.2024;07:30:00;07:45:00;0
11.05.2024;07:45:00;08:00:00;0,07
11.05.2024;08:00:00;08:15:00;0,144
11.05.2024;08:15:00;08:30:00;0,222
11.05.2024;08:30:00;08:45:00;0,28
11.05.2024;08:45:00;09:00:00;0,372
11.05.2024;09:00:00;09:15:00;0,643
11.05.2024;09:15:00;09:30:00;0,742
11.05.2024;09:30:00;09:45:00;0,74
11.05.2024;09:45:00;10:00:00;0,488
11.05.2024;10:00:00;10:15:00;0,403
11.05.2024;10:15:00;10:30:00;0,07
11.05.2024;10:30:00;10:45:00;0,126
11.05.2024;10:45:00;11:00:00;0,425
11.05.2024;11:00:00;11:15:00;0,729
11.05.2024;11:15:00;11:30:00;0,81
11.05.2024;11:30:00;11:45:00;0,597
11.05.2024;11:45:00;12:00:00;0,29
11.05.2024;12:00:00;12:15:00;0,203
11.05.2024;12:15:00;12:30:00;1,372
11.05.2024;12:30:00;12:45:00;1,311
11.05.2024;12:45:00;13:00:00;1,216
11.05.2024;13:00:00;13:15:00;1,178
11.05.2024;13:15:00;13:30:00;1,28
11.05.2024;13:30:00;13:45:00;1,136
11.05.2024;13:45:00;14:00:00;1,279
11.05.2024;14:00:00;14:15:00;1,258
11.05.2024;14:15:00;14:30:00;1,217
11.05.2024;14:30:00;14:45:00;0,974
11.05.2024;14:45:00;15:00:00;0,962
11.05.2024;15:00:00;15:15:00;1,119
11.05.2024;15:15:00;15:30:00;0,875
11.05.2024;15:30:00;15:45:00;1,002
11.05.2024;15:45:00;16:00:00;0,623
11.05.2024;16:00:00;16:15:00;0,961
11.05.2024;16:15:00;16:30:00;0,468
11.05.2024;16:30:00;16:45:00;0,243
11.05.2024;16:45:00;17:00:00;0,092
11.05.2024;17:00:00;17:15:00;0,324
11.05.2024;17:15:00;17:30:00;0,353
11.05.2024;17:30:00;17:45:00;0,486
11.05.2024;17:45:00;18:00:00;0,47
11.05.2024;18:00:00;18:15:00;0,392
11.05.2024;18:15:00;18:30:00;0,318
11.05.2024;18:30:00;18:45:00;0,015
11.05.2024;18:45:00;19:00:00;0,005
11.05.2024;19:00:00;19:15:00;0,003
11.05.2024;19:15:00;19:30:00;0
11.05.2024;19:30:00;19:45:00;0
11.05.2024;19:45:00;20:00:00;0
11.05.2024;20:00:00;20:15:00;0
11.05.2024;20:15:00;20:30:00;0
11.05.2024;20:30:00;20:45:00;0
11.05.2024;20:45:00;21:00:00;0
11.05.2024;21:00:00;21:15:00;0
11.05.2024;21:15:00;21:30:00;0
11.05.2024;21:30:00;21:45:00;0
11.05.2024;21:45:00;22:00:00;0
11.05.2024;22:00:00;22:15:00;0
11.05.2024;22:15:00;22:30:00;0
11.05.2024;22:30:00;22:45:00;0
11.05.2024;22:45:00;23:00:00;0
11.05.2024;23:00:00;23:15:00;0
11.05.2024;23:15:00;23:30:00;0
11.05.2024;23:30:00;23:45:00;0
11.05.2024;23:45:00;00:00:00;0
12.05.2024;00:00:00;00:15:00;0
12.05.2024;00:15:00;00:30:00;0
12.05.2024;00:30:00;00:45:00;0
12.05.2024;00:45:00;01:00:00;0
12.05.2024;01:00:00;01:15:00;0
12.05.2024;01:15:00;01:30:00;0
12.05.2024;01:30:00;01:45:00;0
12.05.2024;01:45:00;02:00:00;0
12.05.2024;02:00:00;02:15:00;0
12.05.2024;02:15:00;02:30:00;0
12.05.2024;02:30:00;02:45:00;0
12.05.2024;02:45:00;03:00:00;0
12.05.2024;03:00:00;03:15:00;0
12.05.2024;03:15:00;03:30:00;0
12.05.2024;03:30:00;03:45:00;0
12.05.2024;03:45:00;04:00:00;0
12.05.2024;04:00:00;04:15:00;0
12.05.2024;04:15:00;04:30:00;0
12.05.2024;04:30:00;04:45:00;0
12.05.2024;04:45:00;05:00:00;0
12.05.2024;05:00:00;05:15:00;0
12.05.2024;05:15:00;05:30:00;0
12.05.2024;05:30:00;05:45:00;0
12.05.2024;05:45:00;06:00:00;0
12.05.2024;06:00:00;06:15:00;0
12.05.2024;06:15:00;06:30:00;0
12.05.2024;06:30:00;06:45:00;0,001
12.05.2024;06:45:00;07:00:00;0,018
12.05.2024;07:00:00;07:15:00;0,053
12.05.2024;07:15:00;07:30:00;0,135
12.05.2024;07:30:00;07:45:00;0,176
12.05.2024;07:45:00;08:00:00;0,195
12.05.2024;08:00:00;08:15:00;0,006
12.05.2024;08:15:00;08:30:00;0,231
12.05.2024;08:30:00;08:45:00;0,316
12.05.2024;08:45:00;09:00:00;0,104
12.05.2024;09:00:00;09:15:00;0,348
12.05.2024;09:15:00;09:30:00;0,814
12.05.2024;09:30:00;09:45:00;0,845
12.05.2024;09:45:00;10:00:00;0,789
12.05.2024;10:00:00;10:15:00;0,426
12.05.2024;10:15:00;10:30:00;0,327
12.05.2024;10:30:00;10:45:00;0,724
12.05.2024;10:45:00;11:00:00;1,012
12.05.2024;11:00:00;11:15:00;0,923
12.05.2024;11:15:00;11:30:00;1,296
12.05.2024;11:30:00;11:45:00;1,369
12.05.2024;11:45:00;12:00:00;1,156
12.05.2024;12:00:00;12:15:00;0,029
12.05.2024;12:15:00;12:30:00;0
12.05.2024;12:30:00;12:45:00;0
12.05.2024;12:45:00;13:00:00;0
12.05.2024;13:00:00;13:15:00;0
12.05.2024;13:15:00;13:30:00;0
12.05.2024;13:30:00;13:45:00;0
12.05.2024;13:45:00;14:00:00;0
12.05.2024;14:00:00;14:15:00;0
12.05.2024;14:15:00;14:30:00;0
12.05.2024;14:30:00;14:45:00;0
12.05.2024;14:45:00;15:00:00;0,562
12.05.2024;15:00:00;15:15:00;1,095
12.05.2024;15:15:00;15:30:00;0,673
12.05.2024;15:30:00;15:45:00;1,099
12.05.2024;15:45:00;16:00:00;0,984
12.05.2024;16:00:00;16:15:00;0,852
12.05.2024;16:15:00;16:30:00;0,651
12.05.2024;16:30:00;16:45:00;1,185
12.05.2024;16:45:00;17:00:00;0,998
12.05.2024;17:00:00;17:15:00;0,517
12.05.2024;17:15:00;17:30:00;0,755
12.05.2024;17:30:00;17:45:00;0,465
12.05.2024;17:45:00;18:00:00;0,281
12.05.2024;18:00:00;18:15:00;0,077
12.05.2024;18:15:00;18:30:00;0,089
12.05.2024;18:30:00;18:45:00;0,101
12.05.2024;18:45:00;19:00:00;0,065
12.05.2024;19:00:00;19:15:00;0,006
12.05.2024;19:15:00;19:30:00;0
12.05.2024;19:30:00;19:45:00;0
12.05.2024;19:45:00;20:00:00;0
12.05.2024;20:00:00;20:15:00;0
12.05.2024;20:15:00;20:30:00;0
12.05.2024;20:30:00;20:45:00;0
12.05.2024;20:45:00;21:00:00;0
12.05.2024;21:00:00;21:15:00;0
12.05.2024;21:15:00;21:30:00;0
12.05.2024;21:30:00;21:45:00;0
12.05.2024;21:45:00;22:00:00;0
12.05.2024;22:00:00;22:15:00;0
12.05.2024;22:15:00;22:30:00;0
12.05.2024;22:30:00;22:45:00;0
12.05.2024;22:45:00;23:00:00;0
12.05.2024;23:00:00;23:15:00;0
12.05.2024;23:15:00;23:30:00;0
12.05.2024;23:30:00;23:45:00;0
12.05.2024;23:45:00;00:00:00;0
13.05.2024;00:00:00;00:15:00;0
13.05.2024;00:15:00;00:30:00;0
13.05.2024;00:30:00;00:45:00;0
13.05.2024;00:45:00;01:00:00;0
13.05.2024;01:00:00;01:15:00;0
13.05.2024;01:15:00;01:30:00;0
13.05.2024;01:30:00;01:45:00;0
13.05.2024;01:45:00;02:00:00;0
13.05.2024;02:00:00;02:15:00;0
13.05.2024;02:15:00;02:30:00;0
13.05.2024;02:30:00;02:45:00;0
13.05.2024;02:45:00;03:00:00;0
13.05.2024;03:00:00;03:15:00;0
13.05.2024;03:15:00;03:30:00;0
13.05.2024;03:30:00;03:45:00;0
13.05.2024;03:45:00;04:00:00;0
13.05.2024;04:00:00;04:15:00;0
13.05.2024;04:15:00;04:30:00;0
13.05.2024;04:30:00;04:45:00;0
13.05.2024;04:45:00;05:00:00;0
13.05.2024;05:00:00;05:15:00;0
13.05.2024;05:15:00;05:30:00;0
13.05.2024;05:30:00;05:45:00;0
13.05.2024;05:45:00;06:00:00;0
13.05.2024;06:00:00;06:15:00;0
13.05.2024;06:15:00;06:30:00;0
13.05.2024;06:30:00;06:45:00;0
13.05.2024;06:45:00;07:00:00;0,004
13.05.2024;07:00:00;07:15:00;0,05
13.05.2024;07:15:00;07:30:00;0,036
13.05.2024;07:30:00;07:45:00;0,066
13.05.2024;07:45:00;08:00:00;0,11
13.05.2024;08:00:00;08:15:00;0,175
13.05.2024;08:15:00;08:30:00;0,261
13.05.2024;08:30:00;08:45:00;0,238
13.05.2024;08:45:00;09:00:00;0,251
